schema_version,evidence_id,action_id,action_name,sector,component,source_id,source_title,pdf_page,printed_page,quote_verbatim,quote_language,indicator_ids_addressed,indicator_names_addressed,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_08007abbc18eca7e,ipcc_0100,Improve Efficient water use/demand,food_security,vulnerability,FS_SRC_009,Future of Food: Shaping a Climate-Smart Global Food System,14,12,"Switching from flood irrigation to alternative wetting and drying of plots has reduced input costs by 20 percent, raised productivity by 5–10 percent, and significantly cut methane emissions and water use. Science, technology, outreach, training, and extension services for farmers and cooperatives through Farmer Field Schools; increased availability of certified seed; and better irrigation management techniques helped deliver the technology at large scale.",en,5019 | 5021 | 5024 | 5032 | 5063,Irrigation susceptibility | Agriculture and water availability | Water deficit | Technical guidance | Direct source water shortage,supports,20% lower input costs; 5–10% higher productivity; reduced water use,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e59329f775368b96,ipcc_0101,Improve urban water management,food_security,vulnerability,FS_SRC_009,Future of Food: Shaping a Climate-Smart Global Food System,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,5063 | 5064 | 5076,Direct source water shortage | Compromised water quality | Cistern program service,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_69ce970e325dcaa1,ipcc_0103,Strengthen cooperative climate governance,food_security,vulnerability,FS_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability (AR6 WGII), Chapter 5: Food, Fibre and Other Ecosystem Products",7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,5026 | 5033 | 5071 | 5072,Investment in agrarian and environmental management policies | Associativism | Federal investment per capita | Food safety instruments,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_0228f981e75aa503,c40_0048,Upgrade urban drainage systems,geohydrological_disasters,vulnerability,GS_SRC_004,Manual para Apresentação de Propostas para Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais,5,5,"A ação de apoio a Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais do Programa Gestão de Riscos e Desastres objetiva apoiar a redução do risco de desastres naturais em municípios críticos a partir do planejamento e da execução de obras, em articulação com as políticas de desenvolvimento urbano, de uso e ocupação do solo e de gestão das respectivas bacias hidrográficas, com foco na gestão sustentável da drenagem urbana, por meio de ações estruturais e não-estruturais dirigidas à recuperação de áreas úmidas, à prevenção, ao controle e à minimização dos impactos provocados por alagamentos, enchentes e inundações urbanas e ribeirinhas.",pt,60062 | 60078,Actions to reduce risk | Drainage,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b906ed3f14885f36,c40_0048,Upgrade urban drainage systems,geohydrological_disasters,vulnerability,GS_SRC_004,Manual para Apresentação de Propostas para Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais,9,9,"Os projetos deverão quantificar o número de famílias e edificações beneficiadas que sairão da área de risco de alagamentos para o cenário projetado após a execução das obras de drenagem propostas, por meio da apresentação de mapas que apresentem as manchas de inundação para diferentes Tempos de Retorno (TR), para situação antes e após a execução da intervenção na área proposta.",pt,60062 | 60078,Actions to reduce risk | Drainage,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e9549678911bd26c,c40_0049,Build and maintain shelters for critical climate hazards,geohydrological_disasters,vulnerability,GS_SRC_008,Making Cities Resilient 2030 (MCR2030): Initial Proposal,2,2,"Strategic Objective 2. Strengthen cities' capacity to develop local strategies/plans to enhance resilience; by: improving their self-assessment and diagnostic skills; providing relevant training and tools for strategic planning to reduce disaster and climate risks and for risk-informed development. Strategic Objective 3. Support cities to implement local strategies/plans to enhance resilience; by: providing access to finance for supporting DRR, climate change adaptation and to implement resilience initiatives; improving the ability of local authorities to plan, design, build and manage resilient infrastructure; improving the capacity of local authorities to use nature-based solutions and seek innovative approach to address local resilience.",en,60022 | 60062,Actions to reduce risk | Actions to reduce risk,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_d1466c3a26417e83,c40_0056,Improve Watershed Protection and Management,geohydrological_disasters,vulnerability,GS_SRC_004,Manual para Apresentação de Propostas para Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais,5,5,"A ação de apoio a Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais do Programa Gestão de Riscos e Desastres objetiva apoiar a redução do risco de desastres naturais em municípios críticos a partir do planejamento e da execução de obras, em articulação com as políticas de desenvolvimento urbano, de uso e ocupação do solo e de gestão das respectivas bacias hidrográficas, com foco na gestão sustentável da drenagem urbana, por meio de ações estruturais e não-estruturais dirigidas à recuperação de áreas úmidas, à prevenção, ao controle e à minimização dos impactos provocados por alagamentos, enchentes e inundações urbanas e ribeirinhas.",pt,60022 | 60025 | 60062 | 60065,Actions to reduce risk | Land use and occupation | Actions to reduce risk | Land use and occupation,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_f2c62f484dc5d8d6,c40_0056,Improve Watershed Protection and Management,geohydrological_disasters,vulnerability,GS_SRC_008,Making Cities Resilient 2030 (MCR2030): Initial Proposal,2,2,"Strategic Objective 2. Strengthen cities' capacity to develop local strategies/plans to enhance resilience; by: improving their self-assessment and diagnostic skills; providing relevant training and tools for strategic planning to reduce disaster and climate risks and for risk-informed development. Strategic Objective 3. Support cities to implement local strategies/plans to enhance resilience; by: providing access to finance for supporting DRR, climate change adaptation and to implement resilience initiatives; improving the ability of local authorities to plan, design, build and manage resilient infrastructure; improving the capacity of local authorities to use nature-based solutions and seek innovative approach to address local resilience.",en,60022 | 60025 | 60026 | 60062 | 60065 | 60066,Actions to reduce risk | Land use and occupation | Environmental governance | Actions to reduce risk | Land use and occupation | Environmental governance,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_cd3df1613483d254,c40_0056,Improve Watershed Protection and Management,geohydrological_disasters,vulnerability,GS_SRC_008,Making Cities Resilient 2030 (MCR2030): Initial Proposal,9,9,Infrastructure resilience and a city's environs cannot rely on over-engineered solutions. Cities need to incorporate their natural assets in building their resilience in a manner that maximizes the deployment of natural features further adding to their sustainability.,en,60022 | 60025 | 60026 | 60062 | 60065 | 60066,Actions to reduce risk | Land use and occupation | Environmental governance | Actions to reduce risk | Land use and occupation | Environmental governance,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_74b5a8d33dfe77a6,icare_0144,Establish a financial support program for extreme weather events,geohydrological_disasters,vulnerability,GS_SRC_006,Coping with Losses: Options for Disaster Risk Financing in Brazil,10,8,"The use of fiscal risk assessment tools can support policy makers to design a disaster risk financing and insurance strategy better suited to the country's hazard profile. By using partial historical data on disaster losses, it was possible to carry out a preliminary fiscal risk assessment of Brazil.",en,60014 | 60016 | 60017 | 60022 | 60027 | 60054 | 60056 | 60057 | 60062 | 60067,Investment in adaptation policies | Employment and income | Gross domestic product by urban area | Actions to reduce risk | Housing governance | Investment in adaptation policies | Employment and income | Gross domestic product by urban area | Actions to reduce risk | Housing governance,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
