"parameter_id","parameter_title","parameter_type","meaning_category","calculation_phase","unit","tef_priority_tag","all_tags","tef_global_default","global_default_available","global_default_scaling","global_default_valid_from","global_default_year","global_default_reference","global_default_reference_domain","global_default_comment","country_specific_value_count","countries_with_values","default_use_assessment","preferred_source_level","data_sourcing_effort","assessment_rationale","classification_status","direct_activity_model_count","direct_activity_model_ids","transition_model_count","transition_model_codes","transition_model_ids","sectors","m1_in_scope_tef_parameter","m1_in_scope_shift_count","m1_in_scope_shift_codes","m1_data_work_assessment","tef_source_file","tef_repository","tef_source_snapshot","analysis_date","tef_licence"
"energy_intensity_cooling_residential_multi_family_buildings_district_cooling","Energy intensity district cooling cooled multi-family houses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","12.3","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/districtcooling/","docs.climateview.global","Estimate based on US data.","6","DE; ES; FR; GB; SE; US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","multi_family_building_cooling_with_district_cooling","2","T-4A1A-TE-3; T-4A1A-TE-9","energy_efficient_multi_family_residential_buildings_retrofitting_cooling; shift_to_district_cooling_in_multi_family_buildings","buildings","true","2","T-4A1A-TE-3; T-4A1A-TE-9","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_residential_multi_family_buildings_district_cooling.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_residential_single_family_buildings_ac","Energy intensity AC cooled single-family houses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","15.9","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/ac/","docs.climateview.global","Estimate based on US data.","6","DE; ES; FR; GB; SE; US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","single_family_building_cooling_with_ac","4","T-4A1B-TE-3; T-4A1B-TE-7; T-4A1B-TE-8; T-4A1B-TE-9","efficient_use_single_family_residential_buildings_cooling; energy_efficient_single_family_residential_buildings_cooling; energy_efficient_single_family_residential_buildings_retrofitting_cooling; shift_to_district_cooling_in_single_family_buildings","buildings","true","3","T-4A1B-TE-3; T-4A1B-TE-8; T-4A1B-TE-9","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_residential_single_family_buildings_ac.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_cooling_residential_single_family_buildings_district_cooling","Energy intensity district cooling cooled single-family houses","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_m2","","energy_intensity","12.6","true","CONSTANT","2015-01-01","2015","https://docs.climateview.global/us/stationary-energy/physical-data/districtcooling/","docs.climateview.global","Estimate based on US data.","6","DE; ES; FR; GB; SE; US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","single_family_building_cooling_with_district_cooling","2","T-4A1B-TE-3; T-4A1B-TE-9","energy_efficient_single_family_residential_buildings_retrofitting_cooling; shift_to_district_cooling_in_single_family_buildings","buildings","true","2","T-4A1B-TE-3; T-4A1B-TE-9","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_cooling_residential_single_family_buildings_district_cooling.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_district_heating_heatpumps","Energy intensity district heating heatpumps","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_kwh","PRIO_LOW","energy_intensity; PRIO_LOW","0.333","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/yddbmggd","climateview.slab.com","Model description ClimateView -District heating","2","CH; DE","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","district_heating_heat_pumps","2","T-5A2-TE-4; T-5A2-TE-5","district_heating_heat_pumps; shift_to_heat_pumps_in_district_heating","energy","true","2","T-5A2-TE-4; T-5A2-TE-5","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_district_heating_heatpumps.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_district_heating_residual_heat","Energy intensity district heating residual heat","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_kwh","PRIO_LOW","energy_intensity; PRIO_LOW","1","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/yddbmggd","climateview.slab.com","Model description ClimateView -District heating","2","CH; DE","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","district_heating_residual_heat","2","T-5A2-TE-3; T-5A2-TE-6","district_heating_residual_heat; shift_to_residual_heat_in_district_heating","energy","true","2","T-5A2-TE-3; T-5A2-TE-6","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_district_heating_residual_heat.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_electric_bikes","Energy intensity electric bikes","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","","energy_intensity","0.0084","true","CONSTANT","2019-01-01","2019","https://sites.google.com/view/ebikestudy/results","sites.google.com","Results to date from the Ebike Monitoring Project","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_bikes","1","T-1A1A-TE-11","shift_to_electric_bikes","transport","true","1","T-1A1A-TE-11","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_electric_bikes.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_electric_cargo_bikes","Energy intensity electric cargo bikes","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_vehicle_km","","energy_intensity","0.03","true","CONSTANT","2019-01-01","2019","https://etrr.springeropen.com/articles/10.1186/s12544-021-00491-5","etrr.springeropen.com","European Transport Research Review","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_cargo_bikes","1","T-1B1A-TE-10","shift_to_electric_cargo_bikes","transport","true","1","T-1B1A-TE-10","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_electric_cargo_bikes.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_freight_electric_railway","Energy intensity of freight electric railway","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_tonne_km","PRIO_MEDIUM","energy_intensity; PRIO_MEDIUM","0.021761","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/qpohg68o","climateview.slab.com","Energy intensity for electrified railway.","2","SE; US","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_rail_freight","3","T-1B1B-TE-10; T-1B2-TE-2; T-1B3-TE-4","shift_from_freight_air_transport_to_railway; shift_to_electric_freight_rail; transfer_from_heavy_truck_to_electric_railway","transport","true","3","T-1B1B-TE-10; T-1B2-TE-2; T-1B3-TE-4","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_freight_electric_railway.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_freight_electric_sea_transport","Energy intensity electric sea freight transport","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_tonne_km","PRIO_LOW","energy_intensity; PRIO_LOW","0.02","true","CONSTANT","2019-01-01","2019","https://transportgeography.org/contents/chapter4/transportation-and-energy/fuel-consumption-containerships/","transportgeography.org","Assumption: only applicable to smaller ships, i.e. less energy efficient ones and thus no gain compared to larger ships (tankers and container ships)","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","electric_shipping_freight","2","T-1B4B-TE-2; T-1B4B-TE-5","electrification_of_domestic_sea_freight_transport; more_efficient_sea_freight_transportation","transport","true","2","T-1B4B-TE-2; T-1B4B-TE-5","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_freight_electric_sea_transport.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_freight_gas_oil_sea_transport","Energy intensity gas oil sea freight transport","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_tonne_km","PRIO_LOW","energy_intensity; PRIO_LOW","0.02","true","CONSTANT","2019-01-01","2019","https://transportgeography.org/contents/chapter4/transportation-and-energy/fuel-consumption-containerships/","transportgeography.org","Assumption: rather large ships","0","","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","gas_oil_shipping_freight","3","T-1B4B-TE-1; T-1B4B-TE-2; T-1B4B-TE-5","electrification_of_domestic_sea_freight_transport; more_efficient_sea_freight_transportation; shift_to_lng_fuel_for_sea_freight_transportation","transport","true","2","T-1B4B-TE-2; T-1B4B-TE-5","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_freight_gas_oil_sea_transport.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"energy_intensity_freight_heavy_trucks_bev","Energy intensity heavy BEV trucks","ENERGY_INTENSITY","Energy / process intensity","Core baseline / abatement calculation","kwh_tonne_km","PRIO_LOW","energy_intensity; PRIO_LOW","0.1771","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/tu1b4jpk","climateview.slab.com","Model description ClimateView","4","CH; DE; GB; SE","Local data preferred; TEF default usable as fallback","Country/technology reference","Medium","Performance and operating conditions can vary by fleet, building stock or process.","Rule-based initial assessment; expert validation required","1","battery_electric_heavy_trucks","4","T-1B1B-TE-5; T-1B1B-TE-6; T-1B1B-TE-7; T-1B1B-TE-8","ecodriving_of_heavy_trucks; improved_load_factor_heavy_trucks; improved_vehicle_technology_heavy_trucks; shift_to_electric_heavy_trucks","transport","true","2","T-1B1B-TE-6; T-1B1B-TE-7","Local data preferred; TEF default usable as fallback","models/parameters/energy_intensity_freight_heavy_trucks_bev.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
